 2024-02-06T05:01:54.926+0000 W  CONTROL  [main] Option: sslMode is deprecated. Please use tlsMode instead.
 2024-02-06T05:01:55.550Z I  CONTROL  [initandlisten] options: { net: { bindIp: "0.0.0.0", port: 8191, tls: { allowInvalidHostnames: true, certificateKeyFile: "/opt/splunk/etc/auth/server.pem", certificateKeyFilePassword: "<password>", disabledProtocols: "noTLS1_0,noTLS1_1", mode: "requireTLS", tlsCipherConfig: "ECDHE-ECDSA-AES256-GCM-SHA384:ECDHE-RSA-AES256-GCM-SHA384:ECDHE-ECDSA-AES128-GCM-SHA256:ECDHE-RSA-AES128-GCM-SHA256:ECDHE-ECDSA-AES256-SHA384:ECDHE-RS..." }, unixDomainSocket: { enabled: false } }, replication: { oplogSizeMB: 200, replSet: "A7E1805D-45C6-44A6-8F41-DCD62F97B6BC" }, security: { javascriptEnabled: false, keyFile: "/opt/splunk/var/lib/splunk/kvstore/mongo/splunk.key" }, setParameter: { enableLocalhostAuthBypass: "0", oplogFetcherSteadyStateMaxFetcherRestarts: "0" }, storage: { dbPath: "/opt/splunk/var/lib/splunk/kvstore/mongo", engine: "wiredTiger", wiredTiger: { engineConfig: { cacheSizeGB: 0.45 } } }, systemLog: { timeStampFormat: "iso8601-utc" } }
 2024-02-06T05:01:55.643Z I  STORAGE  [initandlisten] 
 2024-02-06T05:01:55.643Z I  STORAGE  [initandlisten] ** WARNING: Using the XFS filesystem is strongly recommended with the WiredTiger storage engine
 2024-02-06T05:01:55.643Z I  STORAGE  [initandlisten] **          See http://dochub.mongodb.org/core/prodnotes-filesystem
 2024-02-06T05:01:55.643Z I  STORAGE  [initandlisten] wiredtiger_open config: create,cache_size=460M,cache_overflow=(file_max=0M),session_max=33000,eviction=(threads_min=4,threads_max=4),config_base=false,statistics=(fast),log=(enabled=true,archive=true,path=journal,compressor=snappy),file_manager=(close_idle_time=100000,close_scan_interval=10,close_handle_minimum=250),statistics_log=(wait=0),verbose=[recovery_progress,checkpoint_progress],
 2024-02-06T05:01:58.941Z I  STORAGE  [initandlisten] WiredTiger message [1707195718:941524][22190:0x7f06de097b40], txn-recover: Set global recovery timestamp: (0, 0)
 2024-02-06T05:01:58.956Z I  RECOVERY [initandlisten] WiredTiger recoveryTimestamp. Ts: Timestamp(0, 0)
 2024-02-06T05:01:58.980Z I  STORAGE  [initandlisten] No table logging settings modifications are required for existing WiredTiger tables. Logging enabled? 0
 2024-02-06T05:01:58.980Z I  STORAGE  [initandlisten] Timestamp monitor starting
 2024-02-06T05:01:58.998Z I  CONTROL  [initandlisten] ** WARNING: This server will not perform X.509 hostname validation
 2024-02-06T05:01:58.998Z I  CONTROL  [initandlisten] ** This may allow your server to make or accept connections to
 2024-02-06T05:01:58.998Z I  CONTROL  [initandlisten] ** untrusted parties
 2024-02-06T05:01:58.998Z I  CONTROL  [initandlisten] 
 2024-02-06T05:01:58.998Z I  CONTROL  [initandlisten] ** WARNING: No client certificate validation can be performed since no CA file has been provided
 2024-02-06T05:01:58.998Z I  CONTROL  [initandlisten] **          Please specify an sslCAFile parameter.
 2024-02-06T05:01:58.998Z I  STORAGE  [initandlisten] Flow Control is enabled on this deployment.
 2024-02-06T05:01:58.999Z I  STORAGE  [initandlisten] createCollection: local.startup_log with generated UUID: 9bc757ba-1c85-420e-84cf-83770310afb5 and options: { capped: true, size: 10485760 }
 2024-02-06T05:01:59.011Z I  INDEX    [initandlisten] index build: done building index _id_ on ns local.startup_log
 2024-02-06T05:01:59.012Z I  FTDC     [initandlisten] Initializing full-time diagnostic data capture with directory '/opt/splunk/var/lib/splunk/kvstore/mongo/diagnostic.data'
 2024-02-06T05:01:59.012Z I  STORAGE  [initandlisten] createCollection: local.replset.oplogTruncateAfterPoint with generated UUID: e95d72c7-199f-44ae-95a0-44c1c1e6986f and options: {}
 2024-02-06T05:01:59.029Z I  INDEX    [initandlisten] index build: done building index _id_ on ns local.replset.oplogTruncateAfterPoint
 2024-02-06T05:01:59.029Z I  STORAGE  [initandlisten] createCollection: local.replset.minvalid with generated UUID: 13f5290a-ab5b-4a8d-b8fc-13f0c410b080 and options: {}
 2024-02-06T05:01:59.041Z I  INDEX    [initandlisten] index build: done building index _id_ on ns local.replset.minvalid
 2024-02-06T05:01:59.041Z I  STORAGE  [initandlisten] createCollection: local.replset.election with generated UUID: c780f1f1-d442-470b-89d3-462cf0e953e0 and options: {}
 2024-02-06T05:01:59.064Z I  INDEX    [initandlisten] index build: done building index _id_ on ns local.replset.election
 2024-02-06T05:01:59.064Z I  REPL     [initandlisten] Did not find local initialized voted for document at startup.
 2024-02-06T05:01:59.064Z I  REPL     [initandlisten] Did not find local Rollback ID document at startup. Creating one.
 2024-02-06T05:01:59.064Z I  STORAGE  [initandlisten] createCollection: local.system.rollback.id with generated UUID: d5b8a933-93b9-4e0a-9659-e991c44048dd and options: {}
 2024-02-06T05:01:59.082Z I  INDEX    [initandlisten] index build: done building index _id_ on ns local.system.rollback.id
 2024-02-06T05:01:59.082Z I  REPL     [initandlisten] Initialized the rollback ID to 1
 2024-02-06T05:01:59.082Z I  REPL     [initandlisten] Did not find local replica set configuration document at startup;  NoMatchingDocument: Did not find replica set configuration document in local.system.replset
 2024-02-06T05:01:59.121Z I  CONTROL  [LogicalSessionCacheRefresh] Sessions collection is not set up; waiting until next sessions refresh interval: Replication has not yet been configured
 2024-02-06T05:01:59.139Z I  CONTROL  [LogicalSessionCacheReap] Sessions collection is not set up; waiting until next sessions reap interval: config.system.sessions does not exist
 2024-02-06T05:01:59.143Z I  NETWORK  [listener] Listening on 0.0.0.0
 2024-02-06T05:01:59.143Z I  NETWORK  [listener] waiting for connections on port 8191 ssl
 2024-02-06T05:01:59.355Z I  NETWORK  [listener] connection accepted from 127.0.0.1:57532 #1 (1 connection now open)
 2024-02-06T05:01:59.373Z I  NETWORK  [conn1] received client metadata from 127.0.0.1:57532 conn1: { driver: { name: "mongoc", version: "1.16.2" }, os: { type: "Linux", name: "Amazon Linux AMI", version: "2018.03", architecture: "x86_64" }, platform: "cfg=0x00001620c9 posix=200112 stdc=201710 CC=GCC 9.1.0 CFLAGS="-g -fstack-protector-strong -static-libgcc -L/opt/splunk-home/lib/static-libstdc" LDFLA..." }
 2024-02-06T05:01:59.374Z I  NETWORK  [listener] connection accepted from 127.0.0.1:57534 #2 (2 connections now open)
 2024-02-06T05:01:59.374Z I  NETWORK  [listener] connection accepted from 127.0.0.1:57536 #3 (3 connections now open)
 2024-02-06T05:01:59.376Z I  NETWORK  [listener] connection accepted from 127.0.0.1:57538 #4 (4 connections now open)
 2024-02-06T05:01:59.376Z I  NETWORK  [listener] connection accepted from 127.0.0.1:57540 #5 (5 connections now open)
 2024-02-06T05:01:59.376Z I  NETWORK  [listener] connection accepted from 127.0.0.1:57542 #6 (6 connections now open)
 2024-02-06T05:01:59.392Z I  NETWORK  [conn2] received client metadata from 127.0.0.1:57534 conn2: { driver: { name: "mongoc", version: "1.16.2" }, os: { type: "Linux", name: "Amazon Linux AMI", version: "2018.03", architecture: "x86_64" }, platform: "cfg=0x00001620c9 posix=200112 stdc=201710 CC=GCC 9.1.0 CFLAGS="-g -fstack-protector-strong -static-libgcc -L/opt/splunk-home/lib/static-libstdc" LDFLA..." }
 2024-02-06T05:01:59.392Z I  NETWORK  [conn5] received client metadata from 127.0.0.1:57540 conn5: { driver: { name: "mongoc", version: "1.16.2" }, os: { type: "Linux", name: "Amazon Linux AMI", version: "2018.03", architecture: "x86_64" }, platform: "cfg=0x00001620c9 posix=200112 stdc=201710 CC=GCC 9.1.0 CFLAGS="-g -fstack-protector-strong -static-libgcc -L/opt/splunk-home/lib/static-libstdc" LDFLA..." }
 2024-02-06T05:01:59.393Z I  NETWORK  [conn3] received client metadata from 127.0.0.1:57536 conn3: { driver: { name: "mongoc", version: "1.16.2" }, os: { type: "Linux", name: "Amazon Linux AMI", version: "2018.03", architecture: "x86_64" }, platform: "cfg=0x00001620c9 posix=200112 stdc=201710 CC=GCC 9.1.0 CFLAGS="-g -fstack-protector-strong -static-libgcc -L/opt/splunk-home/lib/static-libstdc" LDFLA..." }
 2024-02-06T05:01:59.421Z I  NETWORK  [conn4] received client metadata from 127.0.0.1:57538 conn4: { driver: { name: "mongoc", version: "1.16.2" }, os: { type: "Linux", name: "Amazon Linux AMI", version: "2018.03", architecture: "x86_64" }, platform: "cfg=0x00001620c9 posix=200112 stdc=201710 CC=GCC 9.1.0 CFLAGS="-g -fstack-protector-strong -static-libgcc -L/opt/splunk-home/lib/static-libstdc" LDFLA..." }
 2024-02-06T05:01:59.421Z I  NETWORK  [conn6] received client metadata from 127.0.0.1:57542 conn6: { driver: { name: "mongoc", version: "1.16.2" }, os: { type: "Linux", name: "Amazon Linux AMI", version: "2018.03", architecture: "x86_64" }, platform: "cfg=0x00001620c9 posix=200112 stdc=201710 CC=GCC 9.1.0 CFLAGS="-g -fstack-protector-strong -static-libgcc -L/opt/splunk-home/lib/static-libstdc" LDFLA..." }
 2024-02-06T05:01:59.832Z I  ACCESS   [conn3] Successfully authenticated as principal __system on local from client 127.0.0.1:57536
 2024-02-06T05:01:59.852Z I  ACCESS   [conn5] Successfully authenticated as principal __system on local from client 127.0.0.1:57540
 2024-02-06T05:01:59.874Z I  NETWORK  [listener] connection accepted from 127.0.0.1:57562 #7 (7 connections now open)
 2024-02-06T05:01:59.876Z I  ACCESS   [conn2] Successfully authenticated as principal __system on local from client 127.0.0.1:57534
 2024-02-06T05:01:59.883Z I  ACCESS   [conn6] Successfully authenticated as principal __system on local from client 127.0.0.1:57542
 2024-02-06T05:01:59.888Z I  NETWORK  [conn7] received client metadata from 127.0.0.1:57562 conn7: { driver: { name: "mongoc", version: "1.16.2" }, os: { type: "Linux", name: "Amazon Linux AMI", version: "2018.03", architecture: "x86_64" }, platform: "cfg=0x00001620c9 posix=200112 stdc=201710 CC=GCC 9.1.0 CFLAGS="-g -fstack-protector-strong -static-libgcc -L/opt/splunk-home/lib/static-libstdc" LDFLA..." }
 2024-02-06T05:01:59.895Z I  ACCESS   [conn4] Successfully authenticated as principal __system on local from client 127.0.0.1:57538
 2024-02-06T05:02:00.124Z I  ACCESS   [conn7] Successfully authenticated as principal __system on local from client 127.0.0.1:57562
 2024-02-06T05:02:00.129Z I  NETWORK  [conn7] end connection 127.0.0.1:57562 (6 connections now open)
 2024-02-06T05:02:01.129Z I  NETWORK  [listener] connection accepted from 127.0.0.1:57574 #8 (7 connections now open)
 2024-02-06T05:02:01.131Z I  NETWORK  [conn8] received client metadata from 127.0.0.1:57574 conn8: { driver: { name: "mongoc", version: "1.16.2" }, os: { type: "Linux", name: "Amazon Linux AMI", version: "2018.03", architecture: "x86_64" }, platform: "cfg=0x00001620c9 posix=200112 stdc=201710 CC=GCC 9.1.0 CFLAGS="-g -fstack-protector-strong -static-libgcc -L/opt/splunk-home/lib/static-libstdc" LDFLA..." }
 2024-02-06T05:02:01.164Z I  ACCESS   [conn8] Successfully authenticated as principal __system on local from client 127.0.0.1:57574
 2024-02-06T05:02:01.165Z I  NETWORK  [conn8] end connection 127.0.0.1:57574 (6 connections now open)
 2024-02-06T05:02:01.165Z I  NETWORK  [listener] connection accepted from 127.0.0.1:57576 #9 (7 connections now open)
 2024-02-06T05:02:01.167Z I  NETWORK  [conn9] received client metadata from 127.0.0.1:57576 conn9: { driver: { name: "mongoc", version: "1.16.2" }, os: { type: "Linux", name: "Amazon Linux AMI", version: "2018.03", architecture: "x86_64" }, platform: "cfg=0x00001620c9 posix=200112 stdc=201710 CC=GCC 9.1.0 CFLAGS="-g -fstack-protector-strong -static-libgcc -L/opt/splunk-home/lib/static-libstdc" LDFLA..." }
 2024-02-06T05:02:03.767Z I  NETWORK  [listener] connection accepted from 127.0.0.1:57580 #10 (8 connections now open)
 2024-02-06T05:02:03.769Z I  NETWORK  [conn10] received client metadata from 127.0.0.1:57580 conn10: { driver: { name: "mongoc", version: "1.16.2" }, os: { type: "Linux", name: "Amazon Linux AMI", version: "2018.03", architecture: "x86_64" }, platform: "cfg=0x00001620c9 posix=200112 stdc=201710 CC=GCC 9.1.0 CFLAGS="-g -fstack-protector-strong -static-libgcc -L/opt/splunk-home/lib/static-libstdc" LDFLA..." }
 2024-02-06T05:02:03.820Z I  ACCESS   [conn10] Successfully authenticated as principal __system on local from client 127.0.0.1:57580
 2024-02-06T05:02:03.820Z I  NETWORK  [conn10] end connection 127.0.0.1:57580 (7 connections now open)
 2024-02-06T05:02:08.829Z I  NETWORK  [listener] connection accepted from 127.0.0.1:57586 #11 (8 connections now open)
 2024-02-06T05:02:08.831Z I  NETWORK  [conn11] received client metadata from 127.0.0.1:57586 conn11: { driver: { name: "mongoc", version: "1.16.2" }, os: { type: "Linux", name: "Amazon Linux AMI", version: "2018.03", architecture: "x86_64" }, platform: "cfg=0x00001620c9 posix=200112 stdc=201710 CC=GCC 9.1.0 CFLAGS="-g -fstack-protector-strong -static-libgcc -L/opt/splunk-home/lib/static-libstdc" LDFLA..." }
 2024-02-06T05:02:08.865Z I  ACCESS   [conn11] Successfully authenticated as principal __system on local from client 127.0.0.1:57586
 2024-02-06T05:02:08.866Z I  NETWORK  [conn11] end connection 127.0.0.1:57586 (7 connections now open)
 2024-02-06T05:02:13.877Z I  NETWORK  [listener] connection accepted from 127.0.0.1:57606 #12 (8 connections now open)
 2024-02-06T05:02:13.879Z I  NETWORK  [conn12] received client metadata from 127.0.0.1:57606 conn12: { driver: { name: "mongoc", version: "1.16.2" }, os: { type: "Linux", name: "Amazon Linux AMI", version: "2018.03", architecture: "x86_64" }, platform: "cfg=0x00001620c9 posix=200112 stdc=201710 CC=GCC 9.1.0 CFLAGS="-g -fstack-protector-strong -static-libgcc -L/opt/splunk-home/lib/static-libstdc" LDFLA..." }
 2024-02-06T05:02:13.913Z I  ACCESS   [conn12] Successfully authenticated as principal __system on local from client 127.0.0.1:57606
 2024-02-06T05:02:13.913Z I  NETWORK  [conn12] end connection 127.0.0.1:57606 (7 connections now open)
 2024-02-06T05:02:18.925Z I  NETWORK  [listener] connection accepted from 127.0.0.1:57614 #13 (8 connections now open)
 2024-02-06T05:02:18.928Z I  NETWORK  [conn13] received client metadata from 127.0.0.1:57614 conn13: { driver: { name: "mongoc", version: "1.16.2" }, os: { type: "Linux", name: "Amazon Linux AMI", version: "2018.03", architecture: "x86_64" }, platform: "cfg=0x00001620c9 posix=200112 stdc=201710 CC=GCC 9.1.0 CFLAGS="-g -fstack-protector-strong -static-libgcc -L/opt/splunk-home/lib/static-libstdc" LDFLA..." }
 2024-02-06T05:02:18.961Z I  ACCESS   [conn13] Successfully authenticated as principal __system on local from client 127.0.0.1:57614
 2024-02-06T05:02:18.961Z I  NETWORK  [conn13] end connection 127.0.0.1:57614 (7 connections now open)
 2024-02-06T05:02:23.973Z I  NETWORK  [listener] connection accepted from 127.0.0.1:57650 #14 (8 connections now open)
 2024-02-06T05:02:23.975Z I  NETWORK  [conn14] received client metadata from 127.0.0.1:57650 conn14: { driver: { name: "mongoc", version: "1.16.2" }, os: { type: "Linux", name: "Amazon Linux AMI", version: "2018.03", architecture: "x86_64" }, platform: "cfg=0x00001620c9 posix=200112 stdc=201710 CC=GCC 9.1.0 CFLAGS="-g -fstack-protector-strong -static-libgcc -L/opt/splunk-home/lib/static-libstdc" LDFLA..." }
 2024-02-06T05:02:24.009Z I  ACCESS   [conn14] Successfully authenticated as principal __system on local from client 127.0.0.1:57650
 2024-02-06T05:02:24.010Z I  NETWORK  [conn14] end connection 127.0.0.1:57650 (7 connections now open)
 2024-02-06T05:02:29.022Z I  NETWORK  [listener] connection accepted from 127.0.0.1:57680 #15 (8 connections now open)
 2024-02-06T05:02:29.024Z I  NETWORK  [conn15] received client metadata from 127.0.0.1:57680 conn15: { driver: { name: "mongoc", version: "1.16.2" }, os: { type: "Linux", name: "Amazon Linux AMI", version: "2018.03", architecture: "x86_64" }, platform: "cfg=0x00001620c9 posix=200112 stdc=201710 CC=GCC 9.1.0 CFLAGS="-g -fstack-protector-strong -static-libgcc -L/opt/splunk-home/lib/static-libstdc" LDFLA..." }
 2024-02-06T05:02:29.057Z I  ACCESS   [conn15] Successfully authenticated as principal __system on local from client 127.0.0.1:57680
 2024-02-06T05:02:29.057Z I  NETWORK  [conn15] end connection 127.0.0.1:57680 (7 connections now open)
 2024-02-06T05:02:31.165Z I  NETWORK  [listener] connection accepted from 127.0.0.1:57686 #16 (8 connections now open)
 2024-02-06T05:02:31.167Z I  NETWORK  [conn16] received client metadata from 127.0.0.1:57686 conn16: { driver: { name: "mongoc", version: "1.16.2" }, os: { type: "Linux", name: "Amazon Linux AMI", version: "2018.03", architecture: "x86_64" }, platform: "cfg=0x00001620c9 posix=200112 stdc=201710 CC=GCC 9.1.0 CFLAGS="-g -fstack-protector-strong -static-libgcc -L/opt/splunk-home/lib/static-libstdc" LDFLA..." }
 2024-02-06T05:02:31.202Z I  ACCESS   [conn16] Successfully authenticated as principal __system on local from client 127.0.0.1:57686
 2024-02-06T05:02:31.203Z I  NETWORK  [conn16] end connection 127.0.0.1:57686 (7 connections now open)
 2024-02-06T05:02:31.203Z I  NETWORK  [listener] connection accepted from 127.0.0.1:57688 #17 (8 connections now open)
 2024-02-06T05:02:31.205Z I  NETWORK  [conn17] received client metadata from 127.0.0.1:57688 conn17: { driver: { name: "mongoc", version: "1.16.2" }, os: { type: "Linux", name: "Amazon Linux AMI", version: "2018.03", architecture: "x86_64" }, platform: "cfg=0x00001620c9 posix=200112 stdc=201710 CC=GCC 9.1.0 CFLAGS="-g -fstack-protector-strong -static-libgcc -L/opt/splunk-home/lib/static-libstdc" LDFLA..." }
 2024-02-06T05:02:31.238Z I  ACCESS   [conn17] Successfully authenticated as principal __system on local from client 127.0.0.1:57688
 2024-02-06T05:02:31.238Z I  NETWORK  [conn17] end connection 127.0.0.1:57688 (7 connections now open)
 2024-02-06T05:02:31.239Z I  NETWORK  [listener] connection accepted from 127.0.0.1:57690 #18 (8 connections now open)
 2024-02-06T05:02:31.241Z I  NETWORK  [conn18] received client metadata from 127.0.0.1:57690 conn18: { driver: { name: "mongoc", version: "1.16.2" }, os: { type: "Linux", name: "Amazon Linux AMI", version: "2018.03", architecture: "x86_64" }, platform: "cfg=0x00001620c9 posix=200112 stdc=201710 CC=GCC 9.1.0 CFLAGS="-g -fstack-protector-strong -static-libgcc -L/opt/splunk-home/lib/static-libstdc" LDFLA..." }
 2024-02-06T05:02:31.275Z I  ACCESS   [conn18] Successfully authenticated as principal __system on local from client 127.0.0.1:57690
 2024-02-06T05:02:31.275Z I  REPL     [conn18] replSetInitiate admin command received from client
 2024-02-06T05:02:31.275Z I  REPL     [conn18] replSetInitiate config object with 1 members parses ok
 2024-02-06T05:02:31.275Z I  REPL     [conn18] ******
 2024-02-06T05:02:31.275Z I  REPL     [conn18] creating replication oplog of size: 200MB...
 2024-02-06T05:02:31.275Z I  STORAGE  [conn18] createCollection: local.oplog.rs with generated UUID: 9a96b324-31cd-4017-9d89-15f233d12497 and options: { capped: true, size: 209715200, autoIndexId: false }
 2024-02-06T05:02:31.281Z I  STORAGE  [conn18] Starting OplogTruncaterThread local.oplog.rs
 2024-02-06T05:02:31.281Z I  STORAGE  [conn18] The size storer reports that the oplog contains 0 records totaling to 0 bytes
 2024-02-06T05:02:31.281Z I  STORAGE  [conn18] Scanning the oplog to determine where to place markers for truncation
 2024-02-06T05:02:31.281Z I  STORAGE  [conn18] WiredTiger record store oplog processing took 0ms
 2024-02-06T05:02:31.305Z I  REPL     [conn18] ******
 2024-02-06T05:02:31.305Z I  STORAGE  [conn18] createCollection: local.system.replset with generated UUID: 124ac992-6316-4bf3-ae87-6ef78da31f10 and options: {}
 2024-02-06T05:02:31.314Z I  INDEX    [conn18] index build: done building index _id_ on ns local.system.replset
 2024-02-06T05:02:31.315Z I  STORAGE  [conn18] createCollection: admin.system.version with provided UUID: e133b45b-77a2-4ee5-9c56-074785d3125a and options: { uuid: UUID("e133b45b-77a2-4ee5-9c56-074785d3125a") }
 2024-02-06T05:02:31.325Z I  INDEX    [conn18] index build: done building index _id_ on ns admin.system.version
 2024-02-06T05:02:31.325Z I  COMMAND  [conn18] setting featureCompatibilityVersion to 4.2
 2024-02-06T05:02:31.325Z I  NETWORK  [conn18] Skip closing connection for connection # 18
 2024-02-06T05:02:31.325Z I  NETWORK  [conn18] Skip closing connection for connection # 9
 2024-02-06T05:02:31.325Z I  NETWORK  [conn18] Skip closing connection for connection # 6
 2024-02-06T05:02:31.325Z I  NETWORK  [conn18] Skip closing connection for connection # 5
 2024-02-06T05:02:31.325Z I  NETWORK  [conn18] Skip closing connection for connection # 4
 2024-02-06T05:02:31.325Z I  NETWORK  [conn18] Skip closing connection for connection # 3
 2024-02-06T05:02:31.325Z I  NETWORK  [conn18] Skip closing connection for connection # 2
 2024-02-06T05:02:31.325Z I  NETWORK  [conn18] Skip closing connection for connection # 1
 2024-02-06T05:02:31.325Z I  REPL     [conn18] New replica set config in use: { _id: "A7E1805D-45C6-44A6-8F41-DCD62F97B6BC", version: 1, protocolVersion: 1, writeConcernMajorityJournalDefault: true, members: [ { _id: 0, host: "127.0.0.1:8191", arbiterOnly: false, buildIndexes: true, hidden: false, priority: 1.0, tags: { instance: "A7E1805D-45C6-44A6-8F41-DCD62F97B6BC", all: "all" }, slaveDelay: 0, votes: 1 } ], settings: { chainingAllowed: true, heartbeatIntervalMillis: 2000, heartbeatTimeoutSecs: 10, electionTimeoutMillis: 10000, catchUpTimeoutMillis: -1, catchUpTakeoverDelayMillis: 30000, getLastErrorModes: {}, getLastErrorDefaults: { w: 1, wtimeout: 0 }, replicaSetId: ObjectId('65c1bd676470e81798980a9c') } }
 2024-02-06T05:02:31.325Z I  REPL     [conn18] This node is 127.0.0.1:8191 in the config
 2024-02-06T05:02:31.326Z I  REPL     [conn18] transition to STARTUP2 from STARTUP
 2024-02-06T05:02:31.326Z I  REPL     [conn18] Starting replication storage threads
 2024-02-06T05:02:31.326Z I  REPL     [conn18] transition to RECOVERING from STARTUP2
 2024-02-06T05:02:31.326Z I  REPL     [conn18] Starting replication fetcher thread
 2024-02-06T05:02:31.326Z I  REPL     [conn18] Starting replication applier thread
 2024-02-06T05:02:31.326Z I  REPL     [rsSync-0] Starting oplog application
 2024-02-06T05:02:31.326Z I  REPL     [rsSync-0] transition to SECONDARY from RECOVERING
 2024-02-06T05:02:31.326Z I  ELECTION [rsSync-0] conducting a dry run election to see if we could be elected. current term: 0
 2024-02-06T05:02:31.326Z I  ELECTION [replexec-0] dry election run succeeded, running for election in term 1
 2024-02-06T05:02:31.326Z I  REPL     [conn18] Starting replication reporter thread
 2024-02-06T05:02:31.327Z I  NETWORK  [conn18] end connection 127.0.0.1:57690 (7 connections now open)
 2024-02-06T05:02:31.327Z I  NETWORK  [listener] connection accepted from 127.0.0.1:57692 #19 (8 connections now open)
 2024-02-06T05:02:31.328Z I  ELECTION [replexec-0] election succeeded, assuming primary role in term 1
 2024-02-06T05:02:31.328Z I  REPL     [replexec-0] transition to PRIMARY from SECONDARY
 2024-02-06T05:02:31.328Z I  REPL     [replexec-0] Resetting sync source to empty, which was :27017
 2024-02-06T05:02:31.328Z I  REPL     [replexec-0] Entering primary catch-up mode.
 2024-02-06T05:02:31.328Z I  REPL     [replexec-0] Exited primary catch-up mode.
 2024-02-06T05:02:31.328Z I  REPL     [replexec-0] Stopping replication producer
 2024-02-06T05:02:31.328Z I  REPL     [ReplBatcher] Oplog buffer has been drained in term 1
 2024-02-06T05:02:31.328Z I  REPL     [RstlKillOpThread] Starting to kill user operations
 2024-02-06T05:02:31.329Z I  REPL     [RstlKillOpThread] Stopped killing user operations
 2024-02-06T05:02:31.329Z I  REPL     [RstlKillOpThread] State transition ops metrics: { lastStateTransition: "stepUp", userOpsKilled: 0, userOpsRunning: 0 }
 2024-02-06T05:02:31.329Z I  STORAGE  [rsSync-0] createCollection: config.transactions with generated UUID: b082be84-fac3-4da7-8c48-51bb911ad246 and options: {}
 2024-02-06T05:02:31.330Z I  NETWORK  [conn19] received client metadata from 127.0.0.1:57692 conn19: { driver: { name: "mongoc", version: "1.16.2" }, os: { type: "Linux", name: "Amazon Linux AMI", version: "2018.03", architecture: "x86_64" }, platform: "cfg=0x00001620c9 posix=200112 stdc=201710 CC=GCC 9.1.0 CFLAGS="-g -fstack-protector-strong -static-libgcc -L/opt/splunk-home/lib/static-libstdc" LDFLA..." }
 2024-02-06T05:02:31.340Z I  INDEX    [rsSync-0] index build: done building index _id_ on ns config.transactions
 2024-02-06T05:02:31.340Z I  STORAGE  [rsSync-0] createCollection: config.image_collection with generated UUID: c88edb0c-226a-4081-8e70-fa680179468c and options: {}
 2024-02-06T05:02:31.351Z I  INDEX    [rsSync-0] index build: done building index _id_ on ns config.image_collection
 2024-02-06T05:02:31.352Z I  REPL     [rsSync-0] transition to primary complete; database writes are now permitted
 2024-02-06T05:02:31.352Z I  STORAGE  [monitoring-keys-for-HMAC] createCollection: admin.system.keys with generated UUID: 70d67c4b-e313-4eb6-bc53-b17b6a0d3fa7 and options: {}
 2024-02-06T05:02:31.361Z I  INDEX    [monitoring-keys-for-HMAC] index build: done building index _id_ on ns admin.system.keys
 2024-02-06T05:02:31.363Z I  STORAGE  [monitoring-keys-for-HMAC] Triggering the first stable checkpoint. Initial Data: Timestamp(1707195751, 1) PrevStable: Timestamp(0, 0) CurrStable: Timestamp(1707195751, 7)
 2024-02-06T05:02:31.372Z I  ACCESS   [conn19] Successfully authenticated as principal __system on local from client 127.0.0.1:57692
 2024-02-06T05:02:31.372Z I  NETWORK  [conn19] end connection 127.0.0.1:57692 (7 connections now open)
